"NUM_CNPJ_CPF","NOM_FORNECEDOR","MUNICIPIO","UF","NUM_FISCAL","DAT_NOTA_FISCAL","VLR_NOTA","CATEGORIA","LOCAL ","UF LOCAL DA VIAGEM","DAT_INI","DAT_FIM","DSC_OBJETO_EVENTO"
"01099503000200","CHURRASCARIA PARAÍSO LTDA - ME","VITÓRIA DA CONQUISTA","BA","6681",14/10/2013,255,"FORNECIMENTO DE ALIMENTAÇÃO","VITÓRIA DA CONQUISTA","BA",11/10/2013,15/10/2013,"Cerimônia de Entrega de1740 Unidades Habitacionais dos Residenciais  Acácia, Ipê, Pau Brasil e Jequetibá, do Programa Minha Casa Minha Vida II."
"01293480000270","SUPERMERCADOS IRMÃOS RONDELLI LTDA","VITÓRIA DA CONQUISTA","BA","402623",14/10/2013,"6,19","GENEROS DE ALIMENTAÇÃO","VITÓRIA DA CONQUISTA","BA",11/10/2013,15/10/2013,"Cerimônia de Entrega de1740 Unidades Habitacionais dos Residenciais  Acácia, Ipê, Pau Brasil e Jequetibá, do Programa Minha Casa Minha Vida II."
"14915549000110","GERONILIO FERREIRA DE ALMEIDA FILHO","VITÓRIA DA CONQUISTA","BA","0022194913",14/10/2013,8470,"FORNECIMENTO DE ALIMENTAÇÃO","VITÓRIA DA CONQUISTA","BA",11/10/2013,15/10/2013,"Cerimônia de Entrega de1740 Unidades Habitacionais dos Residenciais  Acácia, Ipê, Pau Brasil e Jequetibá, do Programa Minha Casa Minha Vida II."
"06186816000219","AUTO POSTO SÃO JORGE LTDA","VITÓRIA DA CONQUISTA","BA","252337",14/10/2013,4,"GENEROS DE ALIMENTAÇÃO","VITÓRIA DA CONQUISTA","BA",11/10/2013,15/10/2013,"Cerimônia de Entrega de1740 Unidades Habitacionais dos Residenciais  Acácia, Ipê, Pau Brasil e Jequetibá, do Programa Minha Casa Minha Vida II."
"14915549000110","GERONILIO FERREIRA DE ALMEIDA FILHO","VITÓRIA DA CONQUISTA","BA","0022268513",15/10/2013,6082,"FORNECIMENTO DE ALIMENTAÇÃO","VITÓRIA DA CONQUISTA","BA",11/10/2013,15/10/2013,"Cerimônia de Entrega de1740 Unidades Habitacionais dos Residenciais  Acácia, Ipê, Pau Brasil e Jequetibá, do Programa Minha Casa Minha Vida II."
"17314329000634","RA CATERING LTDA","PORTO ALEGRE","RS","008273",21/10/2013,1148,"FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",09/10/2013,12/10/2013,"Agenda Privada"
"17256512000973","DROGARIA ARAUJO S. A.","BELO HORIZONTE","MG","134096",22/10/2013,"19,12","GENEROS DE ALIMENTAÇÃO","BELO HOIZONTE","MG",21/10/2013,23/10/2013,"Atividade1-Cerimônia de Inauguração de Unidades Municipais de Educação Infantil; Atividade 2- Cerimônia de Formatura de alunos do PROMATEC."
"04342845000116","EMPREENDIMENTOS TUDO NO ESPETO","BELO HORIZONTE","MG","396",23/10/2013,"12472,2","FORNECIMENTO DE ALIMENTAÇÃO","BELO HOIZONTE","MG",21/10/2013,23/10/2013,"Atividade1-Cerimônia de Inauguração de Unidades Municipais de Educação Infantil; Atividade 2- Cerimônia de Formatura de alunos do PROMATEC."
"04342845000116","EMPREENDIMENTOS TUDO NO ESPETO","BELO HORIZONTE","MG","397",23/10/2013,"642,2","FORNECIMENTO DE ALIMENTAÇÃO","BELO HOIZONTE","MG",21/10/2013,23/10/2013,"Atividade1-Cerimônia de Inauguração de Unidades Municipais de Educação Infantil; Atividade 2- Cerimônia de Formatura de alunos do PROMATEC."
"45543915000424","CARREFOUR COMÉRCIO E INDÚSTRIA LTDA","SÃO PAULO","SP","452189",24/10/2013,"19,29","GENEROS DE ALIMENTAÇÃO","SÃO PAULO","SP",23/10/2013,25/10/2013,"Anúncio de Investimentos do PAC Mobilidade Urbana para o Estado de São Paulo"
"07363122000191","LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP","4617",25/10/2013,1960,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",23/10/2013,25/10/2013,"Anúncio de Investimentos do PAC Mobilidade Urbana para o Estado de São Paulo"
"61842415000105","CHURRASCARIA BOA VIAGEM LTDA - ME","SÃO PAULO","SP","8769",25/10/2013,"41,18","FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",23/10/2013,25/10/2013,"Anúncio de Investimentos do PAC Mobilidade Urbana para o Estado de São Paulo"
"76430438002387","IRMÃOS MUFFATO & CIA LTDA","FOZ DO IGUAÇU","PR","60944",28/10/2013,"4794,5","GENEROS DE ALIMENTAÇÃO","FOZ DO IGUACU","PR",25/10/2013,29/10/2013,"Vis.às Novas Instalções das Obras de Reforma e Ampliação do Terminal de Pas-  sageiros do Aeroporto Intern.de Foz do Iguaçu/Cataratas, Cerim.de Inauguração do Sistema de Trasmissão de 500KV da Hidrelétrica  de Itaipu, respectivamente.,"
"07363122000191","LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP","004637",28/10/2013,3360,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",22/09/2012,24/09/2012,"AGENDA PRIVADA"
"07363122000191","LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP","004638",28/10/2013,20,"GENEROS DE ALIMENTAÇÃO","SÃO PAULO","SP",22/09/2012,24/09/2012,"AGENDA PRIVADA"
"78081742000186","JAVORSKI & CIA LTDA","CURITIBA","PR","5456",29/10/2013,20,"GENEROS DE ALIMENTAÇÃO","CURITIBA","PR",27/10/2013,29/10/2013,"Cerimônia de Anúncio de Novos Investimentos em Mobilidade Urbana."
"78081742000186","JAVORSKI & CIA LTDA","CURITIBA","PR","5457",29/10/2013,4800,"FORNECIMENTO DE ALIMENTAÇÃO","CURITIBA","PR",27/10/2013,29/10/2013,"Cerimônia de Anúncio de Novos Investimentos em Mobilidade Urbana."
"07166657000172","DALLAMEDA COMERCIO DE ALIMENTOS LTDA","FOZ DO IGUAÇU","PR","16588",29/10/2013,346,"FORNECIMENTO DE ALIMENTAÇÃO","FOZ DO IGUACU","PR",25/10/2013,29/10/2013,"Vis.às Novas Instalções das Obras de Reforma e Ampliação do Terminal de Pas-  sageiros do Aeroporto Intern.de Foz do Iguaçu/Cataratas, Cerim.de Inauguração do Sistema de Trasmissão de 500KV da Hidrelétrica  de Itaipu, respectivamente.,"
"13078298000102","JCM COMÉRCIO DE ALIMENTOS LTDA","FOZ DO IGUAÇU","PR","191",29/10/2013,1910,"FORNECIMENTO DE ALIMENTAÇÃO","FOZ DO IGUACU","PR",25/10/2013,29/10/2013,"Vis.às Novas Instalções das Obras de Reforma e Ampliação do Terminal de Pas-  sageiros do Aeroporto Intern.de Foz do Iguaçu/Cataratas, Cerim.de Inauguração do Sistema de Trasmissão de 500KV da Hidrelétrica  de Itaipu, respectivamente.,"
"13078298000102","JCM COMÉRCIO DE ALIMENTOS LTDA","FOZ DO IGUAÇU","PR","185979",29/10/2013,28,"GENEROS DE ALIMENTAÇÃO","FOZ DO IGUACU","PR",25/10/2013,29/10/2013,"Vis.às Novas Instalções das Obras de Reforma e Ampliação do Terminal de Pas-  sageiros do Aeroporto Intern.de Foz do Iguaçu/Cataratas, Cerim.de Inauguração do Sistema de Trasmissão de 500KV da Hidrelétrica  de Itaipu, respectivamente.,"
"07363122000191","LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP","004648",29/10/2013,214,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",22/09/2012,24/09/2012,"AGENDA PRIVADA"
"47508411089203","CIA BRAS DE DISTRIB. - EXTRA","SALVADOR","BA","94242",31/10/2013,"4041,84","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",29/10/2013,01/11/2013,"Cerimônia de Inauguração da Via Expessa Baía de Todos os Santos."
"47508411126176","CIA BRASILEIRA DE DISTRIBUIÇÕES","SALVADOR","BA","144286",31/10/2013,"12,54","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",29/10/2013,01/11/2013,"Cerimônia de Inauguração da Via Expessa Baía de Todos os Santos."
"61549259002124","DROGARIA ONOFRE LTDA","SÃO PAULO","SP","217363",05/11/2013,"15,56","GENEROS DE ALIMENTAÇÃO","GUARULHOS","SP",05/11/2013,07/11/2013,"Cerimônia de Anúncio de Investimento do PAC2 Mobilidade Urbana para  Guaru -  lhos e Osasco."
"16759041000104","PIZZARIA PERRONI LTDA - ME","GUARULHOS","SP","2071",06/11/2013,"447,5","FORNECIMENTO DE ALIMENTAÇÃO","GUARULHOS","SP",05/11/2013,07/11/2013,"Cerimônia de Anúncio de Investimento do PAC2 Mobilidade Urbana para  Guaru -  lhos e Osasco."
"04192345000145","FERLASSO PIZZARIA E LANCHERIA LTDA","RIO GRANDE","RS","2631",06/11/2013,"214,5","FORNECIMENTO DE ALIMENTAÇÃO","RIO GRANDE","RS",05/11/2013,08/11/2013,"Cerimônia de Conclusão da Platforma P-58 no Estaleiro Honório Bicalho."
"10798203000129","AMAC - COMÉRCIO DE LANCHES E SALGADOS LTDA - ME","JAGUARÉ","SP","900",07/11/2013,3384,"FORNECIMENTO DE ALIMENTAÇÃO","GUARULHOS","SP",05/11/2013,07/11/2013,"Cerimônia de Anúncio de Investimento do PAC2 Mobilidade Urbana para  Guaru -  lhos e Osasco."
"87753307000222","ORLANDO MOLON & CIA LTDA","RIO GRANDE","RS","4014",07/11/2013,4050,"FORNECIMENTO DE ALIMENTAÇÃO","RIO GRANDE","RS",05/11/2013,08/11/2013,"Cerimônia de Conclusão da Platforma P-58 no Estaleiro Honório Bicalho."
"90329079000191","ZORAIDA JULIANO DOS SANTOS & FILHO LTDA","RIO GRANDE","RS","1815",07/11/2013,12600,"FORNECIMENTO DE ALIMENTAÇÃO","RIO GRANDE","RS",05/11/2013,08/11/2013,"Cerimônia de Conclusão da Platforma P-58 no Estaleiro Honório Bicalho."
"94846755002107","SUPERMERCADO GUANABARA S/A","RIO GRANDE","RS","151966",07/11/2013,"3,56","GENEROS DE ALIMENTAÇÃO","RIO GRANDE","RS",05/11/2013,08/11/2013,"Cerimônia de Conclusão da Platforma P-58 no Estaleiro Honório Bicalho."
"88212113025943","COM DE MEDICAMENTOS BRAIR LTDA","RIO GRANDE","RS","89536",07/11/2013,"9,96","GENEROS DE ALIMENTAÇÃO","RIO GRANDE","RS",05/11/2013,08/11/2013,"Cerimônia de Conclusão da Platforma P-58 no Estaleiro Honório Bicalho."
"14450326000125","LIANA DA SILVA RAMOS","PELOTAS","RS","338107",08/11/2013,2716,"FORNECIMENTO DE ALIMENTAÇÃO","RIO GRANDE","RS",05/11/2013,08/11/2013,"Cerimônia de Conclusão da Platforma P-58 no Estaleiro Honório Bicalho."
"00681802000104","GALETERIA LOBÃO IVANEI JOSÉ BARBIERI","PELOTAS","RS","17654",08/11/2013,3750,"FORNECIMENTO DE ALIMENTAÇÃO","RIO GRANDE","RS",05/11/2013,08/11/2013,"Cerimônia de Conclusão da Platforma P-58 no Estaleiro Honório Bicalho."
"13645210000189","CHU COMÉRCIO DE ALIMENTOS E BEBIDAS LTDA","PELOTAS","RS","646",08/11/2013,931,"FORNECIMENTO DE ALIMENTAÇÃO","RIO GRANDE","RS",05/11/2013,08/11/2013,"Cerimônia de Conclusão da Platforma P-58 no Estaleiro Honório Bicalho."
"94629334000172","BRESCIA ALIMENTOS LTDA-PÃO NO CESTO","PORTO ALEGRE","RS","12011",08/11/2013,3510,"FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",06/11/2013,08/11/2013,"Agenda Privada"
"08860301000105","RESTAURANTE DOS BOMBEIROS LTDA-GARCIAS GRILL","PORTO ALEGRE","RS","081688",08/11/2013,620,"FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",06/11/2013,08/11/2013,"Agenda Privada"
"08860301000105","RESTAURANTE DOS BOMBEIROS LTDA-GARCIAS GRILL","PORTO ALEGRE","RS","081687",08/11/2013,480,"FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",06/11/2013,08/11/2013,"Agenda Privada"
"94629334000172","BRESCIA ALIMENTOS LTDA-PÃO NO CESTO","PORTO ALEGRE","RS","12012",08/11/2013,1482,"FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",06/11/2013,08/11/2013,"Agenda Privada"
"94629334000172","BRESCIA ALIMENTOS LTDA-PÃO NO CESTO","PORTO ALEGRE","RS","12013",08/11/2013,25,"GENEROS DE ALIMENTAÇÃO","PORTO ALEGRE","RS",06/11/2013,08/11/2013,"Agenda Privada"
"61412110016310","DROGARIA SÃO PAULO S/A","SÃO PAULO","SP","735869",14/11/2013,"21,96","GENEROS DE ALIMENTAÇÃO","SÃO PAULO","SP",13/11/2013,15/11/2013,"Ato Político do 13º Congresso do Partido Comunista do Brasil (PC do B)."
"10798203000129","AMAC - COMÉRCIO DE LANCHES E SALGADOS LTDA - ME","JAGUARÉ","SP","906",15/11/2013,"5202,9","FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",13/11/2013,15/11/2013,"Ato Político do 13º Congresso do Partido Comunista do Brasil (PC do B)."
"12430297000104","PAO DA RAFA - PADARIA LTDA","CAMPINAS","SP","0084",19/11/2013,2640,"FORNECIMENTO DE ALIMENTAÇÃO","CAMPINAS","SP",17/11/2013,19/11/2013,"Participar da Solenidade de abertura do XIV Cogesso da Federação das Associa- çôes Comerciais do Estado de São Paulo (FACESP)."
"04439643000197","SHOW DE SABOR LANCHONETE LTDA. ME","FORTALEZA","CE","001755",21/11/2013,5550,"FORNECIMENTO DE ALIMENTAÇÃO","HORIZONTE","CE",20/11/2013,22/11/2013,"Cerimônia de Inauguração da Unidade de Pronto Atendimento (UPA)"
"07298821000529","FARMACIAS ALDESUL LTDA","FORTALEZA","CE","249678",21/11/2013,"6,2","GENEROS DE ALIMENTAÇÃO","HORIZONTE","CE",20/11/2013,22/11/2013,"Cerimônia de Inauguração da Unidade de Pronto Atendimento (UPA)"
"07298821000529","FARMACIAS ALDESUL LTDA","FORTALEZA","CE","245402",21/11/2013,"12,4","GENEROS DE ALIMENTAÇÃO","FORTALEZA","CE",19/11/2013,23/11/2013,"Cerimônia de Anúcio de Investimento do PAC2 Mobilidade Urbana"
"03720882000310","DISTRIBUIDORA DE ALIMENTOS FARTURA S/A","FORTALEZA","CE","15036",21/11/2013,"646,69","GENEROS DE ALIMENTAÇÃO","FORTALEZA","CE",19/11/2013,23/11/2013,"Cerimônia de Anúcio de Investimento do PAC2 Mobilidade Urbana"
"08967872000135","COCO BAMBU FRUTOS DO MAR COMÉRCIO DE ALIMENTOS LTDA","FORTALEZA","CE","125026",22/11/2013,"461,6","FORNECIMENTO DE ALIMENTAÇÃO","HORIZONTE","CE",20/11/2013,22/11/2013,"Cerimônia de Inauguração da Unidade de Pronto Atendimento (UPA)"
"07236524000206","J NETO E CIA LTDA","FORTALEZA","CE","003130",22/11/2013,12065,"FORNECIMENTO DE ALIMENTAÇÃO","FORTALEZA","CE",19/11/2013,23/11/2013,"Cerimônia de Anúcio de Investimento do PAC2 Mobilidade Urbana"
"10323870000155","CONVENIENCIA QUEBRA GALHO","BALNEARIO CAMBORIU","SC","19162",25/11/2013,6,"GENEROS DE ALIMENTAÇÃO","ITAJAÍ","SC",24/11/2013,27/11/2013,"Órdem de Serviço da Ampliação das Barragens de Taió e Ituporanga"
"88212113021875","COMERCIO DE MEDICAMENTOS BRAIR LTDA","BALNEARIO CAMBORIU","SC","192491",25/11/2013,"11,96","GENEROS DE ALIMENTAÇÃO","ITAJAÍ","SC",24/11/2013,27/11/2013,"Órdem de Serviço da Ampliação das Barragens de Taió e Ituporanga"
"05799387000101","RANCHO BEIRA MAR LTDA - ME","FLORIANÓPOLIS","SC","06684",27/11/2013,1760,"FORNECIMENTO DE ALIMENTAÇÃO","FLORIANÓPOLIS","SC",25/11/2013,27/11/2013,"Participar da Assinatura de Contrato de Financiamento entre o Banco do Brasil e Estado de Santa Catarina e Assinatura de Contrato de Dragagem do Porto de Im - bituba. "
"00762199000276","RCD EMPREENDIMENTOS LTDA","FLORIANÓPOLIS","SC","44273",27/11/2013,3225,"FORNECIMENTO DE ALIMENTAÇÃO","FLORIANÓPOLIS","SC",25/11/2013,27/11/2013,"Participar da Assinatura de Contrato de Financiamento entre o Banco do Brasil e Estado de Santa Catarina e Assinatura de Contrato de Dragagem do Porto de Im - bituba. "
"14026783000197","AROMAS E SABORES","ITAJAI/SC","SC","422",27/11/2013,"5761,5","FORNECIMENTO DE ALIMENTAÇÃO","ITAJAÍ","SC",24/11/2013,27/11/2013,"Órdem de Serviço da Ampliação das Barragens de Taió e Ituporanga"
"75851048000102","PESTIQUEIRA E RESTAURANTE GOLFINHO DOURADO - ME","JOINVILLE","SC","049521",27/11/2013,"229,5","FORNECIMENTO DE ALIMENTAÇÃO","SÃO FRANCISCO DO SUL","SC",24/11/2013,27/11/2013,"Conclusão das Obras de Ampliação do berço 201 do Porto de São Francisco do Sul"
"07831725000170","HOTEL VILLA REAL","SÃO FRANCISCO DO SUL","SC","1095",27/11/2013,12398,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO FRANCISCO DO SUL","SC",24/11/2013,27/11/2013,"Conclusão das Obras de Ampliação do berço 201 do Porto de São Francisco do Sul"
"02453172000146","PANIFICAÇÃO DONA BENTA LTDA","ARACAJU","SE","60",02/12/2013,1700,"FORNECIMENTO DE ALIMENTAÇÃO","ARACAJU","SE",02/12/2013,02/12/2013,"Falecimento do Governador do Estado de Sergipe"
"47508411093812","COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO","SÃO PAULO","SP","382547",03/12/2013,"16,45","GENEROS DE ALIMENTAÇÃO","SÃO PAULO","SP",03/12/2013,04/12/2013,"São Bernardo do Campo:Sessão Solene do Conselho Universitário da Univrsidade Federal de ABC-UFABC"
"07363122000191","LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP","4968",04/12/2013,4880,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",03/12/2013,04/12/2013,"São Bernardo do Campo:Sessão Solene do Conselho Universitário da Univrsidade Federal de ABC-UFABC"
"13487284000134","BRAZ NUNES DOS SANTOS - ME","IMBASSAI - MATA DE SÃO JOÃO","BA","263",05/12/2013,644,"FORNECIMENTO DE ALIMENTAÇÃO","MATA DE SÃO JOÃO","BA",03/12/2013,06/12/2013," COSTA DO SAUIPE :Sorteio Final da Copa do Mundo da FIFA Brasil 2014"
"09967852017364","HOTELARIA ACCOR BRASIL S/A","SALVADOR","BA","349",05/12/2013,"44,5","FORNECIMENTO DE ALIMENTAÇÃO","MATA DE SÃO JOÃO","BA",03/12/2013,06/12/2013," COSTA DO SAUIPE :Sorteio Final da Copa do Mundo da FIFA Brasil 2014"
"47508411089203","CIA BRAS DE DISTRIB. - EXTRA","SALVADOR","BA","99632",05/12/2013,"3174,55","FORNECIMENTO DE ALIMENTAÇÃO","MATA DE SÃO JOÃO","BA",03/12/2013,06/12/2013," COSTA DO SAUIPE :Sorteio Final da Copa do Mundo da FIFA Brasil 2014"
"47508411126176","CIA BRASILEIRA DE DISTRIBUIÇÕES","SALVADOR","BA","200705",05/12/2013,"4,58","FORNECIMENTO DE ALIMENTAÇÃO","MATA DE SÃO JOÃO","BA",03/12/2013,06/12/2013," COSTA DO SAUIPE :Sorteio Final da Copa do Mundo da FIFA Brasil 2014"
"08872161000187","ANIBAL CAMILO DA HORA CONVENIENCIA","SALVADOR","BA","893405",05/12/2013,4,"FORNECIMENTO DE ALIMENTAÇÃO","MATA DE SÃO JOÃO","BA",03/12/2013,06/12/2013," COSTA DO SAUIPE :Sorteio Final da Copa do Mundo da FIFA Brasil 2014"
"10319375000334","MULTI FORMATO DISTRIBUIDORA S.A.","BELO HORIZONTE","MG","372952",06/12/2013,"6,24","GENEROS DE ALIMENTAÇÃO","BELO HOIZONTE","MG",05/12/2013,07/12/2013,"Cerimônia de Anúncio de Investimentos do PAC2 Mobilidade Urbana e de Entrega de 335(trezentos e trinta e cinco) máquinas e caminhões, VIAGEM CANCELADA."
"17256512006742","DROGARIA ARAUJO S.A.","BELO HORIZONTE","MG","382190",06/12/2013,"11,16","GENEROS DE ALIMENTAÇÃO","BELO HOIZONTE","MG",05/12/2013,07/12/2013,"Cerimônia de Anúncio de Investimentos do PAC2 Mobilidade Urbana e de Entrega de 335(trezentos e trinta e cinco) máquinas e caminhões, VIAGEM CANCELADA."
"34076810000143","FARMÁCIA ANDINA LTDA","RIO DE JANEIRO","RJ","202522",08/12/2013,"9,8","GENEROS DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",05/12/2013,09/12/2013,"1-Rio de Janeiro:Cerimônia de Abertura da Clinton Glbal Iniciative (CGI) .2- Niterói : Cerimônia de Viagem Inaugural do Navio José de Alencar, no Estaleiro Mauá."
"06057223007699","SENDAS DISTRIBUIDORA S/A","RIO DE JANEIRO","RJ","132229",08/12/2013,"4,36","GENEROS DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",05/12/2013,09/12/2013,"1-Rio de Janeiro:Cerimônia de Abertura da Clinton Glbal Iniciative (CGI) .2- Niterói : Cerimônia de Viagem Inaugural do Navio José de Alencar, no Estaleiro Mauá."
"04174787000169","TOLEDO JR LANCHES LTDA","RIO DE JANEIRO","RJ","101",09/12/2013,8300,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",05/12/2013,09/12/2013,"1-Rio de Janeiro:Cerimônia de Abertura da Clinton Glbal Iniciative (CGI) .2- Niterói : Cerimônia de Viagem Inaugural do Navio José de Alencar, no Estaleiro Mauá."
"07363122000191","LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP","3806",12/12/2013,6440,"FORNECIMENTO DE ALIMENTAÇÃO","S. B. DO CAMPO","SP",11/12/2013,13/12/2013,"CERIMÔNIA DE INAUGURAÇÃO DO HOSPITAL DE CLÍNICAS MUNICIPAL JOSÉ ALENCAR - 1º ETAPA"
"07363122000191","LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP","3807",12/12/2013,10,"GENEROS DE ALIMENTAÇÃO","S. B. DO CAMPO","SP",11/12/2013,13/12/2013,"CERIMÔNIA DE INAUGURAÇÃO DO HOSPITAL DE CLÍNICAS MUNICIPAL JOSÉ ALENCAR - 1º ETAPA"
"17314329000553","RA CATERING LTDA - THE COLLECTION-CUMBICA SP","SÃO PAULO","SP","5449",12/12/2013,75,"FORNECIMENTO DE ALIMENTAÇÃO","ARACAJU","SE",02/12/2013,02/12/2013,"Falecimento do Governador do Estado de Sergipe"
"07363122000191","LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP","003800",12/12/2013,3600,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",11/12/2013,13/12/2013,"Encontro Econômico Franco-Brasileiro"
"07363122000191","LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP","003802",12/12/2013,20,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",11/12/2013,13/12/2013,"Encontro Econômico Franco-Brasileiro"
"94629334000172","BRESCIA ALIMENTOS LTDA-PÃO NO CESTO","PORTO ALEGRE","RS","12032",13/12/2013,209,"FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",13/12/2013,14/12/2013,"AGENDA PRIVADA"
"07363122000191","LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP","003813",13/12/2013,560,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",11/12/2013,13/12/2013,"Encontro Econômico Franco-Brasileiro"
"08860301000105","RESTAURANTE DOS BOMBEIROS LTDA-GARCIAS GRILL","PORTO ALEGRE","RS","83359",14/12/2013,980,"FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",13/12/2013,14/12/2013,"AGENDA PRIVADA"
"66542002002245","BLUE TREE HOTELS & RESORTS DO BRASIL S/A-MILLENIUM FLAT","PORTO ALEGRE","RS","001",16/12/2013,"164,79","FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",13/12/2013,14/12/2013,"AGENDA PRIVADA"
"02178017000169","SANFERNANDO ALIMENTOS LTDA","RECIFE","PE","0375",17/12/2013,5880,"FORNECIMENTO DE ALIMENTAÇÃO","IPOJUCA","PE",14/12/2013,17/12/2013,"Cerimônia de Conclusão das Obras da P-62, no Estaleiro Atlântico Sul."
"10798203000129","AMAC - COMÉRCIO DE LANCHES E SALGADOS LTDA - ME","JAGUARÉ","SP","932",18/12/2013,"5596,8","FORNECIMENTO DE ALIMENTAÇÃO","SAO PAULO","SP",17/12/2013,19/12/2013,
"08998246000106","BOURBON IBIRAPUERA HOTEL & CONVENTION","SÃO PAULO","SP","3798",18/12/2013,154,"FORNECIMENTO DE ALIMENTAÇÃO","SAO PAULO","SP",17/12/2013,19/12/2013,
"94629334000172","BRESCIA ALIMENTOS LTDA-PÃO NO CESTO","PORTO ALEGRE","RS","12036",20/12/2013,10013,"FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",12/12/2013,20/12/2013,"Praticipação da Exma.Sra. Presidenta da República na Cerimônia de Inauguração da BR 448/RS, a realizar-se no dia 20/12/2013, às 11h00."
"08860301000105","RESTAURANTE DOS BOMBEIROS LTDA-GARCIAS GRILL","PORTO ALEGRE","RS","861",20/12/2013,1620,"FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",12/12/2013,20/12/2013,"Praticipação da Exma.Sra. Presidenta da República na Cerimônia de Inauguração da BR 448/RS, a realizar-se no dia 20/12/2013, às 11h00."
"05551936000124","B E B ALIMENTAÇÃO LTDA ME","VITORIA","ES","2688",24/12/2013,"438,28","FORNECIMENTO DE ALIMENTAÇÃO","VITORIA","ES",23/12/2013,24/12/2013,"SOBREVOO DE ÁREAS ATINGIDAS PELAS CHUVAS"
"39405592000167","TB ALIMENTOS VITÓRIA LTDA","VITÓRIA","ES","970691",24/12/2013,"544,5","FORNECIMENTO DE ALIMENTAÇÃO","VITORIA","ES",23/12/2013,24/12/2013,"SOBREVOO DE ÁREAS ATINGIDAS PELAS CHUVAS"
"05769608000107","HERON ALPINO - ME","GOVERNADOR VALADARES","MG","002612",27/12/2013,16,"GENEROS DE ALIMENTAÇÃO","GOVERNADOR VALADARES","MG",26/12/2013,27/12/2013,"SOBREVOO DE ÁREAS ATINGIDAS PELA CHUVA"
"33438250016675","DROGARIA PACHECO S/A.","GOVERNADOR VALADARES","MG","198821",27/12/2013,"8,79","GENEROS DE ALIMENTAÇÃO","GOVERNADOR VALADARES","MG",26/12/2013,27/12/2013,"SOBREVOO DE ÁREAS ATINGIDAS PELA CHUVA"
"06149922000141","PÃO CHIC LTDA - ME","GOVERNADOR VALADARES","MG","000294",27/12/2013,440,"FORNECIMENTO DE ALIMENTAÇÃO","GOVERNADOR VALADARES","MG",26/12/2013,27/12/2013,"SOBREVOO DE ÁREAS ATINGIDAS PELA CHUVA"
"17957056000131","EDIVANILDO GUEDES & CIA LTDA - ME","SALVADOR","BA","612",28/12/2013,140,"GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",21/12/2013,05/01/2014,"AGENDA PRIVADA"
"96836945000117","G MOTTA & CIA LTDA","SALVADOR","BA","01",30/12/2013,156,"GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",21/12/2013,05/01/2014,"AGENDA PRIVADA"
"13463377000129","ANTÔNIO DA LUZ QUEIROZ","PARIPE","BA","2280",31/12/2013,675,"GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",21/12/2013,05/01/2014,"AGENDA PRIVADA"
